姓名,出生年,單位,量級,體重,蹲舉,S.Rk,臥舉,B.Rk,硬舉,D.Rk,總和,T.Rk,賽制,賽事,組別,日期,地點
彭浩軒,1997,桃  力,120+kg,137.16,280.0,2,160.0,3,310.0,1,750.0,1,經典,109年全國菁英盃健力錦標賽,公開男子組,2020-8,高雄市凱爾健身
江忠翰,1983,高雄市A,120+kg,134.60,280.0,1,180.0,1,270.0,5,730.0,2,經典,109年全國菁英盃健力錦標賽,公開男子組,2020-8,高雄市凱爾健身
李穎燁,1991,新北市A,120+kg,129.30,262.5,3,160.0,2,292.5,2,715.0,3,經典,109年全國菁英盃健力錦標賽,公開男子組,2020-8,高雄市凱爾健身
溫克紹,1991,高雄市A,120+kg,133.72,235.0,4,135.0,6,270.0,4,640.0,4,經典,109年全國菁英盃健力錦標賽,公開男子組,2020-8,高雄市凱爾健身
楊晉嘉,1998,高雄市B,120+kg,127.34,210.0,6,135.0,5,235.0,6,580.0,5,經典,109年全國菁英盃健力錦標賽,公開男子組,2020-8,高雄市凱爾健身
陳泓彰,2000,泰武鄉A,120+kg,128.00,220.0,5,145.0,4,210.0,7,575.0,6,經典,109年全國菁英盃健力錦標賽,公開男子組,2020-8,高雄市凱爾健身
田景揚,1992,重心健身「心」隊,120+kg,134.40,180.0,7,90.0,7,285.0,3,555.0,7,經典,109年全國菁英盃健力錦標賽,公開男子組,2020-8,高雄市凱爾健身
潘柏沅,2003,高雄市中正高工,53kg,52.25,135.0,1,70.0,1,166.0,1,371.0,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
王佑成,2001,高雄市中正高工,59kg,58.90,175.0,1,100.0,1,216.5,1,491.5,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
葉書博,2003,個人,59kg,57.95,102.5,2,65.0,3,130.0,3,297.5,2,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
余承祐,2004,雲林縣土庫商工,59kg,56.35,100.0,3,65.0,2,130.0,2,295.0,3,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
沈智鈺,2003,高雄市中正高工,66kg,65.36,150.0,1,72.5,1,180.0,1,402.5,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
黃昱誠,2002,高雄市中正高工,74kg,73.65,197.5,1,120.0,1,185.0,1,502.5,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
陳柏寰,2002,個人,74kg,71.35,170.0,2,100.0,2,170.0,2,440.0,2,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
簡勁禾,2003,高雄市鼓山高中,74kg,73.16,150.0,3,80.0,4,165.0,3,395.0,3,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
賴雨孺,2000,個人,74kg,69.15,130.0,4,95.0,3,150.0,4,375.0,4,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
司家煌,2003,高雄市鼓山高中,74kg,71.95,130.0,5,72.5,5,140.0,5,342.5,5,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
王宣仁,2002,個人,83kg,79.96,180.0,1,115.0,1,200.0,1,495.0,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
鄭安廷,2003,雲林縣虎尾農工,83kg,81.90,170.0,2,90.0,3,195.0,2,455.0,2,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
蔡秉儒,2001,個人,83kg,80.06,160.0,3,90.0,2,190.0,3,440.0,3,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
張庭瑋,2003,雲林縣土庫商工,83kg,81.18,135.0,4,70.0,4,142.5,4,347.5,4,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
何仁桀,2003,個人,93kg,89.10,250.0,1,135.0,1,225.0,3,610.0,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
段瑞恩,2000,個人,93kg,91.28,215.0,2,130.0,2,240.0,1,585.0,2,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
袁皓哲,2004,個人,93kg,90.66,185.0,4,90.0,5,230.0,2,505.0,3,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
張偉勝,2002,雲林縣土庫商工,93kg,86.28,195.0,3,100.0,3,200.0,5,495.0,4,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
林子祥,2003,個人,93kg,90.12,170.0,5,90.0,4,205.0,4,465.0,5,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
呂儀成,2003,高雄市鼓山高中,93kg,89.04,140.0,6,80.0,6,130.0,6,350.0,6,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
洪培袀,2005,雲林縣土庫商工,93kg,90.86,115.0,7,57.5,7,100.0,7,272.5,7,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
廖楓裕,2002,個人,105kg,104.36,215.0,1,120.0,1,240.0,1,575.0,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
楊志堅,2003,金門縣金門高中,120kg,109.36,260.0,1,105.0,2,250.0,1,615.0,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
陳偉鈞,2002,高雄市中正高工,120kg,106.80,220.0,2,135.0,1,220.0,2,575.0,2,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
洪藙榤,2003,雲林縣土庫商工,120+kg,120.22,212.5,3,115.0,2,220.0,1,547.5,1,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
邵宗傳,2003,金門縣金門高中,120+kg,121.16,225.0,1,102.5,3,180.0,2,507.5,2,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
郭洋綸,2002,個人,120+kg,121.36,215.0,2,150.0,1,80.0,3,445.0,3,經典,109年全國菁英盃健力錦標賽,高中男子組,2020-8,高雄市凱爾健身
林勇康,2007,台東縣卑南國中,53kg,50.55,110.0,1,50.0,1,130.0,1,290.0,1,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
施致均,2007,台東縣卑南國中,53kg,51.25,85.0,2,40.0,3,110.0,3,235.0,2,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
田君寶,2006,花蓮縣三民國中,53kg,50.50,82.5,3,40.0,2,110.0,2,232.5,3,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
洪俊彥,2006,花蓮縣三民國中,59kg,58.55,150.5,1,80.0,1,160.0,1,390.5,1,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
林瑞祥,2006,台東縣知本國中A,59kg,58.00,110.0,2,50.0,2,100.0,4,260.0,2,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
宋侑軒,2006,高雄市鼓山高中,59kg,58.50,105.0,3,47.5,3,105.0,3,257.5,3,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
黃翔諺,2006,台東縣知本國中A,59kg,57.65,100.0,4,45.0,4,105.0,2,250.0,4,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
古宇皓,2006,台東縣知本國中A,66kg,60.90,120.0,1,70.0,1,130.0,1,320.0,1,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
黃金昀,2006,台東縣知本國中A,66kg,61.20,100.0,2,45.0,2,120.0,2,265.0,2,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
李昱翔,2006,花蓮縣三民國中,66kg,62.52,80.0,4,42.5,3,120.0,3,242.5,3,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
巴羽辰,2006,台東縣知本國中B,66kg,63.96,90.0,3,35.0,4,100.0,4,225.0,4,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
余棖瑋,2004,花蓮縣三民國中,74kg,73.16,162.5,1,92.5,1,190.0,1,445.0,1,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
胡家源,2006,台東縣知本國中A,74kg,69.15,130.0,2,65.0,2,135.0,3,330.0,2,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
陳世傑,2005,花蓮縣三民國中,74kg,71.70,115.0,5,60.0,4,140.0,2,315.0,3,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
謝宗樺,2004,台東縣新生國中,74kg,73.05,120.0,4,65.0,3,130.0,5,315.0,4,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
郭奕廷,2004,高雄市梓官國中,74kg,72.15,120.0,3,47.5,5,132.5,4,300.0,5,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
余   齊,2006,台東縣知本國中A,74kg,72.80,112.5,6,47.5,6,127.5,6,287.5,6,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
黃建翰,2006,高雄市鼓山高中,74kg,70.60,92.5,7,45.0,7,90.0,7,227.5,7,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
朱至烽,2005,高雄市梓官國中,83kg,80.86,162.5,1,67.5,1,200.0,1,430.0,1,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
顏邵葵,2007,台東縣卑南國中,83kg,82.04,145.0,2,67.5,2,150.0,2,362.5,2,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
古健驛,2006,台東縣新生國中,83kg,78.28,95.0,3,55.0,3,110.0,3,260.0,3,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
陶信德,2005,台東縣新生國中,93kg,90.74,100.0,2,60.0,1,130.0,1,290.0,1,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
陳福源,2003,高雄市梓官國中,93kg,83.72,110.0,1,52.5,2,117.5,2,280.0,2,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
林倢甫,2007,高雄市鼓山高中,93kg,74.14,92.5,3,35.0,3,105.0,3,232.5,3,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
陳均瑋,2005,高雄市梓官國中,105kg,103.12,182.5,1,70.0,2,190.0,1,442.5,1,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
邱林添財,2005,台東縣知本國中A,105kg,103.08,177.5,2,80.0,1,160.0,2,417.5,2,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
林恩頡,2006,高雄市梓官國中,105kg,95.82,115.0,3,52.5,3,145.0,3,312.5,3,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
金恩祈,2004,花蓮縣三民國中,120kg,118.70,170.0,1,100.0,1,200.0,1,470.0,1,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
周建岑,2004,台東縣新生國中,120kg,115.14,140.0,2,60.0,2,175.0,2,375.0,2,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
李宥憲,2006,花蓮縣三民國中,120kg,112.92,105.0,3,55.0,3,130.0,3,290.0,3,經典,109年全國菁英盃健力錦標賽,國中男子組,2020-8,高雄市凱爾健身
郝旭恆,1974,消防隊,66kg,64.42,167.5,1,126.0,2,195.0,1,488.5,1,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
吳柏宏,1975,泰武鄉,66kg,64.74,160.0,2,130.0,1,190.0,2,480.0,2,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
劉宗翰,1977,崇憟健體,74kg,72.54,215.0,1,105.0,1,232.5,1,552.5,1,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
王保勝,1979,消防隊,74kg,73.62,190.0,2,105.0,2,220.0,2,515.0,2,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
陳建成,1977,個人,74kg,73.14,145.0,3,77.5,3,180.0,3,402.5,3,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
黃國軒,1980,個人,83kg,80.50,210.0,1,150.0,1,270.0,1,630.0,1,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
劉欣學,1971,泰武鄉,83kg,80.14,190.0,2,125.0,3,205.0,3,520.0,2,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
陳治豪,1978,個人,83kg,81.78,172.5,3,137.5,2,180.0,4,490.0,3,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
楊集傑,1980,高雄市,83kg,79.26,125.0,4,60.0,4,225.0,2,410.0,4,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
戴士欽,1978,泰武鄉,105kg,103.86,190.0,1,160.0,1,200.0,2,550.0,1,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
張博能,1975,個人,105kg,102.88,180.0,3,130.0,2,220.0,1,530.0,2,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
周樂群,1974,高雄市,105kg,93.82,180.0,2,45.0,3,185.0,3,410.0,3,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
李政芳,1979,桃力,120kg,118.69,250.0,1,180.0,1,250.0,1,680.0,1,經典,109年全國菁英盃健力錦標賽,長青男子組1,2020-8,高雄市凱爾健身
王富國,1965,個人,74kg,73.38,170.0,1,105.0,1,175.0,2,450.0,1,經典,109年全國菁英盃健力錦標賽,長青男子組3,2020-8,高雄市凱爾健身
李建成,1968,高雄市,74kg,72.96,145.0,2,82.5,,180.0,1,407.5,2,經典,109年全國菁英盃健力錦標賽,長青男子組3,2020-8,高雄市凱爾健身
謝揖升,1965,高雄市,83kg,82.78,0.0,-,75.0,1,142.5,1,-,-,經典,109年全國菁英盃健力錦標賽,長青男子組3,2020-8,高雄市凱爾健身
郭峰彬,1962,個人,93kg,88.06,0.0,-,80.0,1,155.0,2,-,-,經典,109年全國菁英盃健力錦標賽,長青男子組3,2020-8,高雄市凱爾健身
傅健民,1966,個人,93kg,92.16,185.0,1,0.0,-,220.0,1,-,-,經典,109年全國菁英盃健力錦標賽,長青男子組3,2020-8,高雄市凱爾健身
曾仲元,1954,泰武鄉,59kg,58.06,120.0,1,90.0,1,170.0,1,380.0,1,經典,109年全國菁英盃健力錦標賽,長青男子組4,2020-8,高雄市凱爾健身
張源榮,1960,泰武鄉,66kg,61.04,150.0,1,82.5,1,195.0,1,427.5,1,經典,109年全國菁英盃健力錦標賽,長青男子組4,2020-8,高雄市凱爾健身
宋添壽,1958,泰武鄉,66kg,63.32,80.0,2,60.0,2,90.0,2,230.0,2,經典,109年全國菁英盃健力錦標賽,長青男子組4,2020-8,高雄市凱爾健身
黃孟申,1956,練健康,74kg,72.32,105.0,1,45.0,1,110.0,1,260.0,1,經典,109年全國菁英盃健力錦標賽,長青男子組4,2020-8,高雄市凱爾健身
黃見利,1953,泰武鄉,83kg,81.76,122.5,1,0.0,-,120.0,1,-,-,經典,109年全國菁英盃健力錦標賽,長青男子組4,2020-8,高雄市凱爾健身
陳玉玲,1994,桃  力,47kg,45.25,102.5,1,45.0,4,125.0,3,272.5,1,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
鄭雅亘,1999,臺灣體大,47kg,44.45,92.5,3,50.0,2,130.0,2,272.5,2,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
游靖雯,1987,個人,47kg,45.95,80.0,4,45.0,5,110.0,4,235.0,3,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
林方雯,1993,高雄市B,47kg,46.25,80.0,5,35.0,7,107.5,5,222.5,4,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
吳怡賢,1999,高雄市B,47kg,46.45,55.0,6,37.5,6,105.0,6,197.5,5,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
洪櫘雁,1983,消防隊,47kg,45.65,0.0,-,55.0,1,135.0,1,-,-,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
蔡梅芳,1993,崇慄健體,47kg,47.00,100.0,2,50.0,3,0.0,-,-,-,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
卓家羽,1997,桃  力,52kg,51.15,130.0,1,55.0,4,155.0,1,340.0,1,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
吳凌誼,1985,高雄市A,52kg,51.25,120.0,3,55.0,5,150.0,2,325.0,2,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
蘇羿潔,1995,崇慄健體,52kg,51.80,127.5,2,65.0,1,125.0,5,317.5,3,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
陳珊平,1988,高雄市A,52kg,51.90,112.5,4,55.0,6,140.0,3,307.5,4,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
李宜軒,1991,個人,52kg,50.00,105.0,5,55.0,3,130.0,4,290.0,5,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
林子瑄,1991,宜蘭縣,52kg,50.65,100.0,6,62.5,2,122.5,6,285.0,6,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
許雅芳,1985,史壯健身,52kg,50.80,95.0,7,47.5,7,117.5,7,260.0,7,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
曾敏諭,1989,崇慄健體,52kg,50.35,62.5,9,42.5,8,100.0,8,205.0,8,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
張嘉芝,1984,史壯健身,52kg,51.95,72.5,8,25.0,9,82.5,9,180.0,9,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
黃彥慈,1992,雲林縣,57kg,56.65,120.0,1,112.5,1,160.0,1,392.5,1,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
徐筱婷,1984,個人,57kg,55.15,105.0,2,50.0,2,142.5,2,297.5,2,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
林羿萍,1987,消防隊,57kg,56.35,97.5,3,40.0,5,112.5,3,250.0,3,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
王羽祈,1986,至尊宮廷,57kg,56.35,85.0,4,47.5,3,100.0,4,232.5,4,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
吳意如,1992,消防隊,57kg,56.75,75.0,5,42.5,4,85.0,5,202.5,5,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
鄭鈺咨,1992,新北市,63kg,61.35,160.0,1,80.0,4,190.0,1,430.0,1,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
范凱婷,1997,桃  力,63kg,62.65,135.0,2,82.5,3,150.0,3,367.5,2,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
王一驊,1990,成吉思汗,63kg,60.45,125.0,4,60.0,6,170.0,2,355.0,3,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
賴思穎,1999,臺灣體大,63kg,62.10,130.0,3,82.5,1,135.0,9,347.5,4,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
蔡釩庭,1973,高雄市B,63kg,62.35,122.5,5,55.0,8,142.5,4,320.0,5,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
鐘筱楨,1997,個人,63kg,61.95,120.0,6,45.0,11,140.0,5,305.0,6,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
曾薇方,1990,史壯健身,63kg,62.30,100.0,8,55.0,7,140.0,6,295.0,7,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
駱佳慧,1996,史壯健身,63kg,62.95,107.5,7,45.0,12,140.0,8,292.5,8,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
陳筱晴,1996,高雄市B,63kg,62.75,92.5,10,52.5,9,140.0,7,285.0,9,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
紀嘉琪,1975,雲林縣,63kg,62.15,80.0,12,82.5,2,120.0,10,282.5,10,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
陳玉姿,2001,臺灣體大,63kg,57.25,80.0,11,40.0,13,112.5,11,232.5,11,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
陳穎芳,1992,消防隊,63kg,62.45,80.0,13,40.0,14,110.0,12,230.0,12,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
張凱婷,1997,消防隊,63kg,61.10,92.5,9,50.0,10,85.0,14,227.5,13,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
王妤方,2002,雲林縣,63kg,59.85,70.0,14,62.5,5,90.0,13,222.5,14,經典,109年全國菁英盃健力錦標賽,公開女子組,2020-8,高雄市凱爾健身
